user_id,username,phone,is_active,phone_credit,is_admin,user_demographics_id
123,hodgejeanne,-6635,TRUE,529.23,TRUE,13
124,mcmahonkenneth,984.248.9549x80128,TRUE,326.61,TRUE,4
125,michael45,001-388-843-7565x42552,TRUE,211.57,TRUE,11
126,tanya69,001-275-548-9455x689,TRUE,289.27,TRUE,2
127,cclements,(949)254-9074x805,TRUE,744.69,TRUE,20
128,charles02,+1-371-250-6692x7414,TRUE,854.93,TRUE,20
129,mason27,+1-384-699-1811x6021,TRUE,98.24,TRUE,12
130,christianangela,433.958.6178,TRUE,58.02,TRUE,12
131,theresa10,349.611.4805x85193,TRUE,361.27,TRUE,19
132,harrisjason,001-809-273-7058,TRUE,940.38,TRUE,17
133,bethanymcdonald,483-566-0673x517,TRUE,579.49,TRUE,12
134,leslie07,+1-465-368-6501x93291,TRUE,352.86,TRUE,16
135,prattbrandon,+1-226-450-9395x2536,TRUE,251.54,TRUE,5
136,ramirezkathleen,307.524.6503x9002,TRUE,993.65,TRUE,20
137,gomezbrittany,770-654-7091x0887,TRUE,849.82,TRUE,12
138,hernandezerin,721.791.3335x58869,TRUE,228.93,TRUE,8
139,kara58,392.337.8277x216,TRUE,690.48,TRUE,12
140,brenda46,(293)805-8751x6933,TRUE,405.96,TRUE,12
141,cwolfe,2847906603,TRUE,969.28,TRUE,9
142,reneewells,001-482-941-3633x20094,TRUE,485.58,TRUE,1
143,brian24,222.463.9734,TRUE,240.58,TRUE,14
144,jnelson,(261)432-7156x93393,TRUE,459.08,TRUE,13
145,oconnorpatrick,870.531.2177x6698,TRUE,843.37,TRUE,20
146,derek17,001-293-818-0237x47779,TRUE,393.98,TRUE,10
147,moniqueho,(594)258-6277,TRUE,359.63,TRUE,8
148,laustin,768.916.3808x82166,TRUE,242.68,TRUE,11
149,zmcintosh,289-479-7397,TRUE,67.48,TRUE,16
150,whays,(688)570-5180x3376,TRUE,844.02,TRUE,11
151,julianwhite,(260)941-4985,TRUE,565.11,TRUE,20
152,michael02,(733)666-7790x9944,TRUE,741.22,TRUE,12
153,evan54,439-478-9399x76463,TRUE,346.11,TRUE,14
154,hhenry,614-537-2381x3360,TRUE,86.05,TRUE,9
155,patricia47,2634678977,TRUE,685.77,TRUE,7
156,lrowe,(399)393-8441x5574,TRUE,711.12,TRUE,1
157,amytorres,(627)953-4049,TRUE,732.47,TRUE,4
158,paulmoreno,(717)828-4520,TRUE,106.16,TRUE,10
159,joshua50,(351)934-5594x34150,TRUE,571.57,TRUE,18
160,twatson,993-309-6839x293,TRUE,462.62,TRUE,19
161,adrienne63,001-210-255-9651x9615,TRUE,871.8,TRUE,13
162,mstewart,435-891-9067,TRUE,451.3,TRUE,4
163,mark06,+1-323-970-5610x5831,TRUE,63.25,TRUE,18
164,amypatton,7339863358,TRUE,149.82,TRUE,18
165,iblack,+1-579-553-0436x126,TRUE,926.42,TRUE,10
166,elizabethwallace,374.213.3230x553,TRUE,449.86,TRUE,2
167,suehayes,9888102683,TRUE,218.77,TRUE,8
168,downswilliam,6687446119,TRUE,40.64,TRUE,9
169,omeyer,(721)398-8895,TRUE,846.99,TRUE,1
170,kpreston,(255)823-9209x6250,TRUE,347.25,TRUE,1
171,rebecca01,410.396.1318x7576,TRUE,817.23,TRUE,5
172,susan93,-6956,TRUE,332.52,TRUE,17
173,coledonald,278.490.8826,TRUE,779.87,TRUE,4
174,tayloramanda,588-234-2417x72488,TRUE,256.72,TRUE,7
175,jamiepowers,540-211-8994,TRUE,792.31,TRUE,8
176,maria65,(295)283-0537,TRUE,492.13,TRUE,5
177,michaelmartinez,731.277.8818x405,TRUE,717.75,TRUE,8
178,eric40,2397148301,TRUE,945.88,TRUE,17
179,sfreeman,575-454-0488,TRUE,350.69,TRUE,7
180,hschwartz,936.503.5588x4680,TRUE,656.41,TRUE,14
181,jcrawford,391.347.8805,TRUE,375.41,TRUE,17
182,tlove,(334)865-2553x43132,TRUE,386.03,TRUE,1
183,zmendoza,+1-483-683-8557x9734,TRUE,300.46,TRUE,4
184,rhoffman,(959)726-4291x005,TRUE,505.98,TRUE,8
185,ellisonjennifer,9903637407,TRUE,824.35,TRUE,20
186,collinshaffer,927.963.9078,TRUE,999.36,TRUE,10
187,dorseykatelyn,+1-323-506-1476x168,TRUE,198.7,TRUE,10
188,kingsusan,228.380.8635x1466,TRUE,684.58,TRUE,14
189,john53,001-585-787-4878x4614,TRUE,430.24,TRUE,13
190,samuelsimmons,001-723-350-5315,TRUE,886.63,TRUE,6
191,williamsphilip,(748)612-7406x040,TRUE,458.32,TRUE,7
192,chaneydavid,347.330.1707,TRUE,296.72,TRUE,6
193,rholt,391.928.7129,TRUE,260.36,TRUE,16
194,morganrobert,(306)955-1513,TRUE,279.15,TRUE,13
195,chamberstim,539-614-9953x360,TRUE,287.39,TRUE,17
196,ian09,+1-694-807-2543x48545,TRUE,428.71,TRUE,6
197,cassandra69,381-557-6927x0212,TRUE,662.36,TRUE,5
198,nelsonrobert,001-219-721-0008x1078,TRUE,57.46,TRUE,15
199,Mar-58,001-724-431-0289x7073,TRUE,958.31,TRUE,13
200,michellecarr,+1-596-542-6492x42599,TRUE,369.91,TRUE,19
201,amyadams,(517)471-4095x27344,TRUE,867.17,TRUE,12
202,vstevenson,316.484.9797x88404,TRUE,54.7,TRUE,11
203,matthew95,001-220-326-3460x5870,TRUE,841.63,TRUE,6
204,qkim,+1-953-476-3942x9641,TRUE,424.34,TRUE,11
205,peter24,8864228402,TRUE,993.48,TRUE,19
206,hnelson,(286)469-2429,TRUE,29.3,TRUE,4
207,umurphy,001-888-319-3253x565,TRUE,326.81,TRUE,11
208,piercekaren,238.211.3183,TRUE,404.87,TRUE,3
209,manuel50,+1-674-632-5061x83392,TRUE,571.7,TRUE,10
210,clarkmichael,2498101276,TRUE,255.45,TRUE,5
211,derrick03,(914)423-2577,TRUE,158.74,TRUE,4
212,thomas43,591.977.5445x87672,TRUE,940.16,TRUE,4
213,stevensmelanie,+1-961-523-7891x86165,TRUE,813.75,TRUE,1
214,denise22,+1-949-943-6331x0367,TRUE,518.49,TRUE,20
215,crystalwilliams,001-548-689-9674,TRUE,415.13,TRUE,13
216,etaylor,001-827-818-8470x36152,TRUE,591.01,TRUE,17
217,xcamacho,001-356-460-0201x97478,TRUE,552.44,TRUE,17
218,fparker,437-475-7313,TRUE,766.03,TRUE,7
219,nvazquez,677-255-0703x751,TRUE,502.47,TRUE,12
220,stewartnancy,001-744-471-2635x5233,TRUE,440.74,TRUE,5
221,tammyacosta,+1-571-327-9824x332,TRUE,299.84,TRUE,11
222,sherry48,+1-937-732-3979x052,TRUE,651.59,TRUE,3
223,jknight,715-711-6820x6128,TRUE,128.55,TRUE,20
224,barryandrew,512.644.3965x05529,TRUE,123.33,TRUE,19
225,ohunter,868.554.3485x16686,TRUE,438.25,TRUE,8
226,sandraflores,(348)259-7975,TRUE,704.65,TRUE,12
227,brian29,001-697-935-8306x7636,TRUE,715.13,TRUE,9
228,gnorton,+1-443-888-9500x51708,TRUE,266.64,TRUE,20
229,burkeerika,516-335-8017x24425,TRUE,585.79,TRUE,10
230,maria10,+1-794-925-9015x62285,TRUE,739.54,TRUE,18
231,stephen67,9746330528,TRUE,60.27,TRUE,18
232,higginsmichael,001-746-976-8051x89608,TRUE,779.15,TRUE,12
233,keithnathaniel,+1-988-983-8655x570,TRUE,209.37,TRUE,2
234,erin33,870-978-1034x00037,TRUE,465.78,TRUE,1
235,gaustin,001-601-342-0677x84916,TRUE,187.65,TRUE,9
236,kimberly30,-5261,TRUE,960.3,TRUE,7
237,hunterlaura,001-847-477-3865x0440,TRUE,106.69,TRUE,17
238,cmeza,+1-520-260-8047x771,TRUE,412.97,TRUE,1
239,aschmitt,001-290-294-3380x350,TRUE,937.39,TRUE,5
240,ricky24,275-647-7991x9154,TRUE,930.77,TRUE,4
241,ianjones,391.711.3628x06311,TRUE,876.1,TRUE,19
242,nortega,(521)241-2410x137,TRUE,59.16,TRUE,19
243,tgonzalez,359-448-4898,TRUE,0.96,TRUE,17
244,wmarshall,780-497-9075,TRUE,286.26,TRUE,11
245,evanslindsay,+1-201-635-3051x3567,TRUE,173.61,TRUE,2
246,donaldlucas,(256)499-2572,TRUE,335.72,TRUE,5
247,sharonmartinez,(870)295-6094x92942,TRUE,383.52,TRUE,14
248,robert40,(338)240-7816x46520,TRUE,233.08,TRUE,9
249,mark21,(352)661-3186x001,TRUE,114.45,TRUE,20
250,david35,522.688.3313,TRUE,261.34,TRUE,8
251,conradelizabeth,-3987,TRUE,457.92,TRUE,19
252,rebeccawilson,+1-402-225-6516x12009,TRUE,764.26,TRUE,11
253,bateschristopher,(425)754-1173,TRUE,48.73,TRUE,1
254,mary95,214.369.7107,TRUE,148.96,TRUE,14
255,george84,2813608727,TRUE,726.46,TRUE,1
256,matthew65,877.346.7730,TRUE,607.28,TRUE,8
257,lorijones,(575)879-2662x344,TRUE,220.35,TRUE,9
258,ojones,(835)274-8208x084,TRUE,246.53,TRUE,6
259,parkerjames,001-979-773-1122,TRUE,270.29,TRUE,10
260,bondbilly,(219)559-4240,TRUE,419.35,TRUE,4
261,samantha47,+1-530-702-7720x0321,TRUE,115.97,TRUE,7
262,csellers,669-657-2790x7850,TRUE,782.55,TRUE,13
263,reillysydney,(261)926-5356,TRUE,42.75,TRUE,7
264,morgan30,671.466.1655,TRUE,312.65,TRUE,14
265,terrimiller,8323432919,TRUE,329.43,TRUE,3
266,faiththomas,244-570-6038x07250,TRUE,798.8,TRUE,20
267,ryanbernard,297.510.1618,TRUE,928.82,TRUE,11
268,eric16,207-775-5119x665,TRUE,44.32,TRUE,1
269,sford,+1-804-418-8968x7451,TRUE,703.29,TRUE,7
270,hernandezjoseph,978.979.2787,TRUE,167.57,TRUE,15
271,ricardorowe,(451)929-7849x0299,TRUE,559.45,TRUE,11
272,lovejuan,(925)829-6522x545,TRUE,966.49,TRUE,16
273,ashleyandrade,540-485-6511x615,TRUE,868.98,TRUE,20
274,nicolemoreno,798.376.6500,TRUE,706.51,TRUE,12
275,nnelson,001-450-889-2809x190,TRUE,394.43,TRUE,9
276,marcusmurphy,+1-651-333-5147x619,TRUE,106.51,TRUE,1
277,petersonjacqueline,842-203-6749,TRUE,484.75,TRUE,19
278,claudia20,-6963,TRUE,97.54,TRUE,18
279,dphillips,382.235.8720,TRUE,694.35,TRUE,8
280,kara75,238.435.3485x7256,TRUE,284.16,TRUE,14
281,tara10,+1-990-787-1439x16691,TRUE,257.52,TRUE,9
282,ericastewart,274-373-0540x413,TRUE,658.52,TRUE,4
283,hulltroy,3398949277,TRUE,505.97,TRUE,18
284,parsonspatricia,783.673.8143,TRUE,809.86,TRUE,11
285,bobby58,(817)913-9965x544,TRUE,390.76,TRUE,3
286,cgrant,001-495-947-3210,TRUE,247.65,TRUE,2
287,yrodgers,(519)902-1589x852,TRUE,98.43,TRUE,8
288,ajohnson,723-577-2652x345,TRUE,50.26,TRUE,16
289,lmartinez,966-724-6151,TRUE,176.1,TRUE,1
290,joshuamoore,688.225.8500x6355,TRUE,334.36,TRUE,11
291,verickson,-3962,TRUE,401.24,TRUE,11
292,webervanessa,(775)717-6700x756,TRUE,968.55,TRUE,4
293,john02,832-808-2035,TRUE,683.67,TRUE,6
294,quinnsandra,001-542-639-6060x299,TRUE,940.64,TRUE,8
295,sandra50,6076609754,TRUE,266.57,TRUE,15
296,hphillips,(900)999-7128x682,TRUE,594.55,TRUE,13
297,kathleen36,-3294,TRUE,760.83,TRUE,1
298,bmcgee,(895)684-6503,TRUE,755.17,TRUE,1
299,hughesrose,+1-643-280-5545x68450,TRUE,892.1,TRUE,6
300,cainkenneth,565-332-9586x53667,TRUE,810.24,TRUE,1
301,angela00,409.250.4136x12971,TRUE,296.09,TRUE,16
302,michelevilla,5327494923,TRUE,493.38,TRUE,1
303,moralescindy,001-566-676-5484x671,TRUE,308.29,TRUE,13
304,zoe78,001-706-550-5008x12297,TRUE,14.73,TRUE,6
305,jrobertson,(469)531-4353x735,TRUE,583.76,TRUE,18
306,crystalhayes,+1-368-442-6973x42967,TRUE,347.5,TRUE,16
307,gwheeler,3223049688,TRUE,434.86,TRUE,2
308,dmitchell,(773)783-0986,TRUE,170.87,TRUE,18
309,soniaberry,(470)245-3785x623,TRUE,602.59,TRUE,1
310,juan35,548-886-1304,TRUE,571.71,TRUE,5
311,steven43,001-312-891-7692,TRUE,160.23,TRUE,13
312,cchan,001-610-618-7913x26654,TRUE,929.86,TRUE,7
313,gregorymurray,(538)848-8998x2635,TRUE,254.39,TRUE,15
314,cdavis,001-293-523-7691x04878,TRUE,792.73,TRUE,1
315,bevans,459.550.8116,TRUE,977.77,TRUE,15
316,kylemora,+1-864-716-0648x9269,TRUE,555.54,TRUE,18
317,annascott,+1-629-659-4385x5221,TRUE,855.01,TRUE,15
318,kyle49,419-871-6998x5032,TRUE,708.91,TRUE,14
319,charlesbyrd,(651)589-7909x3429,TRUE,205.58,TRUE,18
320,qwhite,001-227-262-1023,TRUE,818.62,TRUE,18
321,whebert,-5426,TRUE,810.25,TRUE,13
322,dgrant,001-668-594-2143x98520,TRUE,216.25,TRUE,19
323,barbarapace,+1-990-945-9177x684,TRUE,620.83,TRUE,7
324,rogersjay,+1-551-481-2512x8075,TRUE,232.78,TRUE,8
325,lisagarrett,001-927-746-6237x2141,TRUE,894.27,TRUE,2
326,cmcdowell,3088974279,TRUE,984.69,TRUE,18
327,benjamin19,(420)503-8022x918,TRUE,444.38,TRUE,7
328,darrencohen,+1-627-718-9352x266,TRUE,804.04,TRUE,5
329,leeangelica,872-370-8213x648,TRUE,511.61,TRUE,17
330,colonchelsea,+1-627-821-5990x68523,TRUE,742.04,TRUE,15
331,matthew60,433.520.4759x34077,TRUE,719.96,TRUE,2
332,cunninghamjoshua,4996261793,TRUE,83.05,TRUE,8
333,stucker,(209)894-1170x46945,TRUE,938.11,TRUE,17
334,johnsonteresa,740.379.5411,TRUE,885.11,TRUE,11
335,justinsmith,668.580.3453,TRUE,663.05,TRUE,18
336,thorntonashley,+1-427-437-3571x611,TRUE,56.13,TRUE,3
337,hunterbennett,001-291-414-0163,TRUE,881.67,TRUE,14
338,zshaw,001-464-291-5684,TRUE,366.45,TRUE,19
339,craigjames,(946)939-5839x5573,TRUE,779.5,TRUE,10
340,jeffreylawrence,409-251-1888x23543,TRUE,576.41,TRUE,2
341,justin84,+1-300-522-5704x571,TRUE,74.32,TRUE,1
342,williamsricky,001-983-720-4990x362,TRUE,501.77,TRUE,2
343,chad15,308-226-3136,TRUE,59.4,TRUE,20
344,veronica39,(387)757-7045,TRUE,456.41,TRUE,18
345,bobbydaugherty,887.681.0818x13013,TRUE,502.86,TRUE,6
346,bryan65,829-647-1659,TRUE,645.99,TRUE,12
347,courtneyrobinson,+1-343-487-5557x1214,TRUE,896.12,TRUE,18
348,bphillips,780.980.7478x6697,TRUE,957.95,TRUE,9
349,courtney89,449.424.4500x34371,TRUE,621.04,TRUE,16
350,kristopher52,415.716.6500x3806,TRUE,363.19,TRUE,2
351,ralph05,001-985-435-3538x28694,TRUE,534.34,TRUE,4
352,shawn02,001-402-920-1637,TRUE,15.38,TRUE,12
353,hendersontimothy,386-891-0533,TRUE,616.41,TRUE,9
354,robertpage,237-220-1093,TRUE,79.83,TRUE,17
355,tmurillo,326.384.0854x1659,TRUE,391.52,TRUE,17
356,amanda97,652-685-7693x05646,TRUE,565.02,TRUE,5
357,kimdennis,421-456-9758,TRUE,517.48,TRUE,12
358,youngjessica,001-688-256-6010x55134,TRUE,740.5,TRUE,13
359,eparks,900-851-4843x41890,TRUE,551.83,TRUE,2
360,alan88,311.814.8396,TRUE,439.75,TRUE,20
361,elizabeth24,259-746-3599x408,TRUE,327.34,TRUE,1
362,matthew42,590.944.3021,TRUE,757.55,TRUE,13
363,amberwilliams,919-311-7267x611,TRUE,318.07,TRUE,1
364,jamesdavidson,5958158233,TRUE,546.69,TRUE,8
365,michelle99,(688)979-4282x9115,TRUE,341.69,TRUE,4
366,katherine42,+1-765-969-4104x05497,TRUE,652.37,TRUE,7
367,debbiesimpson,(611)938-7263x0750,TRUE,896.26,TRUE,1
368,snunez,(605)514-4805x4712,TRUE,774.9,TRUE,6
369,sandra41,872-711-3736x76938,TRUE,24.91,TRUE,11
370,richard08,518.252.5946x09455,TRUE,365.34,TRUE,2
371,paulbrady,889-273-5463x86311,TRUE,176.24,TRUE,8
372,ufisher,(271)547-4935x37457,TRUE,252.63,TRUE,19
373,deannasmith,001-220-656-1008x94603,TRUE,503.89,TRUE,7
374,eugeneherrera,780.593.0391,TRUE,217.5,TRUE,14
375,rschmidt,6754957058,TRUE,296.44,TRUE,20
376,cynthia33,200-447-8390x497,TRUE,600.57,TRUE,15
377,olsonjoel,957.784.5501x00579,TRUE,194.01,TRUE,6
378,abauer,(234)209-5071x9991,TRUE,486.29,TRUE,5
379,taylorlisa,001-218-816-5604x794,TRUE,636.49,TRUE,5
380,kathleenmarquez,(341)998-5476x834,TRUE,400.37,TRUE,20
381,derekwatkins,313.584.7481x24827,TRUE,574.87,TRUE,19
382,timothy75,653.909.6535,TRUE,922.73,TRUE,19
383,darrenmarquez,(551)276-9492x8366,TRUE,408.17,TRUE,14
384,tliu,942-402-0285x644,TRUE,970.38,TRUE,8
385,douglassoto,(884)600-0718x917,TRUE,177.66,TRUE,11
386,andrew43,+1-244-747-3438x24957,TRUE,35.28,TRUE,1
387,vgregory,+1-837-691-4612x035,TRUE,113.25,TRUE,15
388,stacy09,407.279.3056,TRUE,414.99,TRUE,18
389,xgiles,(501)497-1690x450,TRUE,275.73,TRUE,9
390,brianmatthews,937-969-9383,TRUE,956.56,TRUE,2
391,smithjoseph,001-693-388-6853x2666,TRUE,876.93,TRUE,19
392,jillbishop,907.596.7410x756,TRUE,73.65,TRUE,3
393,colecody,+1-741-695-1979x58848,TRUE,108.76,TRUE,13
394,rachel53,609-848-7055x65921,TRUE,426.98,TRUE,12
395,ortegapreston,+1-668-217-4267x5215,TRUE,261.12,TRUE,8
396,devingonzalez,495-787-1272,TRUE,114.3,TRUE,11
397,wcole,(310)256-0751x07836,TRUE,566.31,TRUE,4
398,sgonzales,(928)958-9910x089,TRUE,803.48,TRUE,3
399,ayalasteven,892-297-4989x2437,TRUE,490.96,TRUE,3
400,francislaura,001-399-297-6955x373,TRUE,8.49,TRUE,10
401,tali,001-593-957-9551,TRUE,166.11,TRUE,7
402,pbailey,-8025,TRUE,799.96,TRUE,17
403,cantrellchristopher,(263)289-3052x818,TRUE,540.62,TRUE,5
404,claytonstephanie,001-958-469-8643x7586,TRUE,937.78,TRUE,10
405,james64,+1-288-899-4490x264,TRUE,221.93,TRUE,11
406,nicholasgomez,455-639-3752,TRUE,800.98,TRUE,18
407,denise23,884-611-0679,TRUE,995.72,TRUE,9
408,kmcintosh,593-668-9760,TRUE,400.47,TRUE,9
409,jennifer62,381-633-6200x11702,TRUE,558.31,TRUE,17
410,gillespiesteven,776.927.3135x78343,TRUE,481.82,TRUE,11
411,rcardenas,989.292.5187x3493,TRUE,503.94,TRUE,13
412,richardmcgrath,969-852-1245x948,TRUE,278.35,TRUE,10
413,arnoldcorey,7815606164,TRUE,246.76,TRUE,7
414,hwilliams,7952493433,TRUE,956.3,TRUE,15
415,laurahunt,001-991-231-9408x4950,TRUE,673.15,TRUE,4
416,generyan,6985181010,TRUE,15.32,TRUE,6
417,kimberly61,744-435-6473,TRUE,354.63,TRUE,18
418,summerskevin,289.328.9887x3200,TRUE,542.55,TRUE,13
419,mirandawhite,+1-727-323-8209x73585,TRUE,462.84,TRUE,4
420,williamsamanda,938-514-5758,TRUE,703.58,TRUE,2
421,williamdurham,(392)400-6683,TRUE,651.13,TRUE,12
